Loan_ID,Customer_ID,Account_ID,Product_ID,Date_Origination,Date_Closure,Loan_Amount,Interest_Rate,Default_Flag,Recovery_Amount
LN0001562,205401894,ACC205401894,PRD003,5/31/2024,12/31/2024,208953,13.64,0,0
LN0001563,205404169,ACC205404169,PRD003,6/22/2020,,171939,15.24,0,0
LN0001564,205403879,ACC205403879,PRD003,12/10/2021,,443050,11.33,0,0
LN0001565,205404197,ACC205404197,PRD003,2/24/2022,,404908,10.87,0,0
LN0001566,205402862,ACC205402862,PRD004,3/21/2018,4/21/2020,394622,9.46,0,0
LN0001567,205401773,ACC205401773,PRD003,6/13/2023,12/31/2024,121749,13.44,0,0
LN0001568,205400878,ACC205400878,PRD003,12/30/2019,8/31/2024,61988,12.01,0,0
LN0001569,205404962,ACC205404962,PRD003,10/13/2021,,403463,14.45,0,0
LN0001570,205403739,ACC205403739,PRD003,5/11/2024,12/31/2024,442944,15.03,0,0
LN0001571,205403093,ACC205403093,PRD003,5/3/2024,12/31/2024,400891,17.91,1,267439.51
LN0001572,205402733,ACC205402733,PRD003,4/18/2023,8/7/2024,297016,16.71,1,131718.12
LN0001573,205402032,ACC205402032,PRD003,8/13/2019,6/15/2023,141882,13.44,1,58115.03
LN0001574,205403293,ACC205403293,PRD004,1/3/2024,12/31/2024,340820,8.48,0,0
LN0001575,205404154,ACC205404154,PRD003,5/13/2022,,402626,10.68,0,0
LN0001576,205400979,ACC205400979,PRD003,7/9/2022,,251934,11.83,0,0
LN0001577,205403574,ACC205403574,PRD004,2/7/2022,,1006398,10.78,0,0
LN0001578,205400723,ACC205400723,PRD003,8/22/2022,12/31/2024,50742,13.98,0,0
LN0001579,205404735,ACC205404735,PRD003,12/13/2021,4/9/2023,122325,12.06,0,0
LN0001580,205401876,ACC205401876,PRD003,11/26/2023,12/31/2024,331339,16.58,0,0
LN0001581,205402896,ACC205402896,PRD003,10/10/2022,1/24/2024,153791,15.24,0,0
LN0001582,205404908,ACC205404908,PRD003,7/15/2023,12/31/2024,309297,17.73,0,0
LN0001583,205402646,ACC205402646,PRD004,12/25/2023,12/31/2024,1476079,11.03,1,842994.86
LN0001584,205400667,ACC205400667,PRD003,3/3/2023,12/31/2024,425647,13.55,0,0
LN0001585,205400429,ACC205400429,PRD003,7/17/2020,,312573,16.27,0,0
LN0001586,205401993,ACC205401993,PRD003,9/20/2023,,93321,14.17,0,0
LN0001587,205400089,ACC205400089,PRD003,11/3/2020,6/29/2022,261110,12.17,0,0
LN0001588,205401005,ACC205401005,PRD003,7/14/2023,12/31/2024,369340,10.32,0,0
LN0001589,205404533,ACC205404533,PRD004,6/18/2022,12/31/2024,1408820,12.88,1,915777.8
LN0001590,205403550,ACC205403550,PRD003,3/24/2024,,473446,14.98,0,0
LN0001591,205403157,ACC205403157,PRD003,2/6/2024,,314356,13.44,0,0
LN0001592,205401727,ACC205401727,PRD003,5/7/2024,,218680,11.96,0,0
LN0001593,205404699,ACC205404699,PRD003,4/2/2021,12/2/2022,236405,11.84,0,0
LN0001594,205401160,ACC205401160,PRD003,8/13/2023,12/31/2024,145775,13.31,1,44695.51
LN0001595,205403382,ACC205403382,PRD003,8/9/2019,10/11/2022,51553,10.84,0,0
LN0001596,205402709,ACC205402709,PRD004,11/3/2020,,1470857,13.41,0,0
LN0001597,205401265,ACC205401265,PRD003,2/8/2023,,368149,16.39,0,0
LN0001598,205400366,ACC205400366,PRD003,1/2/2023,8/22/2024,127766,13.57,0,0
LN0001599,205400641,ACC205400641,PRD004,8/4/2022,9/18/2024,1864712,9.06,0,0
LN0001600,205403394,ACC205403394,PRD004,2/13/2022,12/2/2024,1461451,8.09,0,0
LN0001601,205404280,ACC205404280,PRD004,6/2/2024,12/31/2024,1607811,14.66,1,938374.64
LN0001602,205404364,ACC205404364,PRD003,3/19/2019,12/13/2022,139807,15.15,0,0
LN0001603,205403540,ACC205403540,PRD003,4/18/2020,5/3/2022,219689,11.47,0,0
LN0001604,205404637,ACC205404637,PRD003,8/24/2020,11/2/2023,58853,14.29,0,0
LN0001605,205401042,ACC205401042,PRD004,11/22/2023,12/31/2024,1078036,14.51,0,0
LN0001606,205402926,ACC205402926,PRD003,4/6/2024,12/31/2024,332530,12.11,0,0
LN0001607,205401514,ACC205401514,PRD003,2/20/2024,,141746,16.94,0,0
LN0001608,205400256,ACC205400256,PRD003,2/14/2022,12/31/2024,448596,10.06,0,0
LN0001609,205403470,ACC205403470,PRD003,4/23/2024,12/31/2024,442012,10.84,0,0
LN0001610,205403184,ACC205403184,PRD004,2/1/2024,12/31/2024,1240904,8.92,0,0
LN0001611,205402501,ACC205402501,PRD003,2/23/2023,12/31/2024,157786,11.78,0,0
LN0001612,205403508,ACC205403508,PRD003,8/11/2023,12/31/2024,354529,10.73,0,0
LN0001613,205404213,ACC205404213,PRD003,10/26/2023,12/31/2024,122556,11.51,1,92179.91
LN0001614,205400514,ACC205400514,PRD003,11/30/2023,,363607,13.02,0,0
LN0001615,205402988,ACC205402988,PRD004,1/24/2024,12/31/2024,1891317,13.06,0,0
LN0001616,205404521,ACC205404521,PRD004,9/7/2019,9/26/2021,284192,14.46,0,0
LN0001617,205403636,ACC205403636,PRD003,2/13/2021,10/27/2023,147075,10.65,0,0
LN0001618,205403517,ACC205403517,PRD003,5/18/2024,12/31/2024,273594,15.96,0,0
LN0001619,205400217,ACC205400217,PRD003,4/19/2024,12/31/2024,123887,13.14,0,0
LN0001620,205400616,ACC205400616,PRD004,9/1/2023,12/31/2024,226530,8.83,0,0
LN0001621,205401196,ACC205401196,PRD004,3/27/2024,12/31/2024,1939386,9.53,1,389699.97
LN0001622,205403574,ACC205403574,PRD004,10/23/2023,12/31/2024,690431,10,1,548128.76
LN0001623,205401447,ACC205401447,PRD003,7/12/2023,12/31/2024,212783,12.88,0,0
LN0001624,205401938,ACC205401938,PRD003,6/21/2024,12/31/2024,253251,12.03,0,0
LN0001625,205400983,ACC205400983,PRD003,2/25/2024,12/31/2024,227971,12.15,0,0
LN0001626,205404225,ACC205404225,PRD004,2/14/2023,,803844,12.58,0,0
LN0001627,205400843,ACC205400843,PRD004,5/25/2023,12/31/2024,1361928,10.39,0,0
LN0001628,205400869,ACC205400869,PRD003,10/25/2023,12/31/2024,443202,16.46,0,0
LN0001629,205400817,ACC205400817,PRD003,6/30/2024,12/31/2024,161594,17.05,1,96688.67
LN0001630,205400780,ACC205400780,PRD004,4/19/2022,12/31/2024,1525531,14.7,0,0
LN0001631,205402240,ACC205402240,PRD003,3/30/2024,12/31/2024,217372,12.66,0,0
LN0001632,205401841,ACC205401841,PRD004,11/20/2023,,1873940,12.86,0,0
LN0001633,205400522,ACC205400522,PRD003,12/2/2023,12/31/2024,395793,11.45,0,0
LN0001634,205400653,ACC205400653,PRD003,5/22/2023,6/13/2024,81158,12.26,0,0
LN0001635,205401502,ACC205401502,PRD003,3/23/2024,12/31/2024,59375,16.93,0,0
LN0001636,205404952,ACC205404952,PRD003,3/14/2022,9/12/2023,175046,16.33,0,0
LN0001637,205400110,ACC205400110,PRD003,4/11/2022,4/11/2023,483950,14.06,1,337325.19
LN0001638,205404227,ACC205404227,PRD003,6/16/2021,,284946,10.41,0,0
LN0001639,205400888,ACC205400888,PRD003,8/24/2023,12/31/2024,263941,15.23,0,0
LN0001640,205400222,ACC205400222,PRD003,3/19/2022,12/31/2024,197828,17.95,0,0
LN0001641,205401040,ACC205401040,PRD004,12/21/2023,12/28/2024,315671,12.33,0,0
LN0001642,205401152,ACC205401152,PRD003,11/12/2020,10/26/2023,365427,15.37,0,0
LN0001643,205404947,ACC205404947,PRD003,4/28/2022,12/31/2024,78180,14.98,0,0
LN0001644,205402096,ACC205402096,PRD004,8/13/2021,12/31/2024,761103,12.75,0,0
LN0001645,205400399,ACC205400399,PRD004,5/11/2020,5/16/2022,1124673,11.17,0,0
LN0001646,205402160,ACC205402160,PRD003,10/6/2023,12/31/2024,71861,12.38,0,0
LN0001647,205402517,ACC205402517,PRD003,11/1/2022,12/31/2024,312114,11.36,1,116773.24
LN0001648,205403414,ACC205403414,PRD003,11/12/2021,,373508,11.51,0,0
LN0001649,205403211,ACC205403211,PRD004,9/20/2023,12/31/2024,1429683,12.21,1,979990.96
LN0001650,205401123,ACC205401123,PRD003,7/21/2022,12/31/2024,79413,13.73,0,0
LN0001651,205403394,ACC205403394,PRD003,11/4/2022,12/31/2024,373407,16.45,1,206728.95
LN0001652,205400116,ACC205400116,PRD004,6/3/2022,12/31/2024,1827797,11.47,1,660444.6
LN0001653,205401963,ACC205401963,PRD003,3/28/2024,,434658,12.22,0,0
LN0001654,205402019,ACC205402019,PRD003,12/6/2020,2/14/2023,158782,16,0,0
LN0001655,205400352,ACC205400352,PRD003,4/26/2022,12/31/2024,337254,14.01,0,0
LN0001656,205403287,ACC205403287,PRD003,12/6/2023,12/31/2024,81029,10.15,0,0
LN0001658,205401582,ACC205401582,PRD004,9/4/2021,,1393069,11.06,0,0
LN0001659,205403743,ACC205403743,PRD004,11/18/2023,12/31/2024,1904026,8.43,0,0
LN0001660,205401186,ACC205401186,PRD003,4/1/2023,12/31/2024,285531,16.87,0,0
LN0001661,205401045,ACC205401045,PRD003,4/24/2024,12/31/2024,231443,11.84,0,0
LN0001662,205401734,ACC205401734,PRD003,2/11/2021,12/31/2024,235449,13.46,0,0
LN0001663,205402602,ACC205402602,PRD004,7/10/2022,12/31/2024,221532,12.23,1,157496.78
LN0001664,205402132,ACC205402132,PRD004,10/24/2022,12/28/2024,1307659,8.44,0,0
LN0001665,205403112,ACC205403112,PRD003,3/7/2019,,267479,13.11,0,0
LN0001666,205404802,ACC205404802,PRD003,10/5/2021,11/21/2024,430730,13.83,0,0
LN0001667,205404339,ACC205404339,PRD003,12/29/2020,,448675,13.58,0,0
LN0001669,205401704,ACC205401704,PRD003,7/26/2022,,242218,17.47,0,0
LN0001670,205402589,ACC205402589,PRD003,12/24/2022,12/31/2024,328715,15.42,0,0
LN0001671,205400341,ACC205400341,PRD003,4/12/2024,12/31/2024,473358,11.26,1,119126.18
LN0001672,205400219,ACC205400219,PRD003,11/1/2021,2/22/2023,314498,17.16,0,0
LN0001673,205401191,ACC205401191,PRD003,5/20/2022,12/31/2024,456327,10.25,0,0
LN0001674,205403748,ACC205403748,PRD003,3/29/2023,12/31/2024,407858,15.76,0,0
LN0001675,205401330,ACC205401330,PRD003,6/16/2022,12/31/2024,492423,12.72,0,0
LN0001676,205404648,ACC205404648,PRD004,11/23/2022,6/22/2024,1243385,9.17,0,0
LN0001677,205400714,ACC205400714,PRD003,4/7/2024,,57083,13.26,0,0
LN0001678,205402388,ACC205402388,PRD003,6/7/2018,,472999,14,0,0
LN0001679,205401841,ACC205401841,PRD003,9/29/2023,12/31/2024,176498,16.44,0,0
LN0001680,205402423,ACC205402423,PRD003,7/12/2023,,76733,16.61,0,0
LN0001681,205403079,ACC205403079,PRD004,2/25/2023,12/31/2024,1538860,11.21,0,0
LN0001682,205401577,ACC205401577,PRD003,1/24/2024,,85324,16.72,0,0
LN0001683,205401805,ACC205401805,PRD003,6/12/2021,12/31/2024,79794,14.91,0,0
LN0001684,205402189,ACC205402189,PRD003,10/2/2023,12/31/2024,410673,11.13,0,0
LN0001685,205402971,ACC205402971,PRD003,12/28/2023,12/31/2024,52182,16.14,0,0
LN0001686,205403658,ACC205403658,PRD003,6/23/2022,,179324,16.27,0,0
LN0001687,205402824,ACC205402824,PRD004,10/23/2023,12/31/2024,1792112,14.9,0,0
LN0001688,205402841,ACC205402841,PRD004,6/27/2023,12/15/2024,1027311,12.14,0,0
LN0001689,205403782,ACC205403782,PRD004,5/16/2021,7/20/2024,1934202,9.68,0,0
LN0001690,205403080,ACC205403080,PRD003,9/8/2020,,337464,16.88,0,0
LN0001691,205402132,ACC205402132,PRD004,12/7/2022,7/27/2024,235544,9.44,1,175680.18
LN0001692,205401325,ACC205401325,PRD004,2/29/2020,,1142883,11.17,0,0
LN0001693,205401376,ACC205401376,PRD004,1/16/2024,12/31/2024,1186880,11.3,0,0
LN0001694,205404718,ACC205404718,PRD003,5/26/2022,12/31/2024,453782,17.52,0,0
LN0001695,205401760,ACC205401760,PRD003,9/25/2020,5/25/2024,61718,15.22,0,0
LN0001696,205400558,ACC205400558,PRD003,11/29/2023,,280899,12.3,0,0
LN0001697,205400085,ACC205400085,PRD004,3/2/2022,12/31/2024,1200860,11.59,0,0
LN0001698,205400569,ACC205400569,PRD004,10/13/2023,12/31/2024,618559,13.55,1,297313.61
LN0001699,205404567,ACC205404567,PRD003,6/1/2020,12/29/2021,121365,13.09,0,0
LN0001700,205402232,ACC205402232,PRD004,1/24/2022,,791119,13.75,0,0
LN0001701,205402886,ACC205402886,PRD004,10/4/2021,7/6/2023,343886,13.59,0,0
LN0001702,205402927,ACC205402927,PRD003,12/26/2023,12/31/2024,95384,16.94,1,35876.75
LN0001703,205403962,ACC205403962,PRD003,10/19/2023,,93467,16.6,0,0
LN0001704,205404450,ACC205404450,PRD003,10/20/2023,12/31/2024,253844,17.25,1,132416.05
LN0001705,205403532,ACC205403532,PRD003,4/9/2022,,365309,15.23,0,0
LN0001706,205402061,ACC205402061,PRD003,8/19/2023,,178371,12.28,0,0
LN0001707,205403019,ACC205403019,PRD003,9/22/2023,,267336,14.96,0,0
LN0001708,205400245,ACC205400245,PRD003,7/26/2020,4/30/2024,123837,11.57,0,0
LN0001709,205402628,ACC205402628,PRD003,8/28/2022,,187268,16.25,0,0
LN0001710,205401628,ACC205401628,PRD003,7/24/2023,,268847,13.19,0,0
LN0001711,205400455,ACC205400455,PRD003,5/25/2024,,93487,17.59,0,0
LN0001712,205401212,ACC205401212,PRD003,12/11/2021,12/31/2024,207273,11.36,0,0
LN0001713,205400921,ACC205400921,PRD003,10/19/2023,12/31/2024,464749,13,0,0
LN0001714,205402579,ACC205402579,PRD003,12/10/2019,9/24/2022,288112,15.93,1,128946.35
LN0001715,205401118,ACC205401118,PRD004,6/14/2024,12/31/2024,1764777,14.12,0,0
LN0001716,205403482,ACC205403482,PRD004,8/29/2023,,340757,13.07,0,0
LN0001717,205402049,ACC205402049,PRD003,10/20/2023,,234326,14.66,0,0
LN0001718,205402420,ACC205402420,PRD003,5/10/2024,12/31/2024,82433,16.89,0,0
LN0001719,205401600,ACC205401600,PRD003,12/5/2022,,214734,15.03,0,0
LN0001720,205404517,ACC205404517,PRD003,11/14/2022,,486405,17.26,0,0
LN0001721,205402050,ACC205402050,PRD004,10/17/2020,,1153908,12.4,0,0
LN0001722,205400350,ACC205400350,PRD003,1/2/2024,12/31/2024,262309,16.93,0,0
LN0001723,205401554,ACC205401554,PRD004,10/16/2023,12/31/2024,1718804,10.49,0,0
LN0001724,205403819,ACC205403819,PRD003,11/9/2021,12/31/2024,426145,14.02,0,0
LN0001725,205402457,ACC205402457,PRD004,1/6/2023,12/31/2024,855657,10.89,0,0
LN0001726,205402007,ACC205402007,PRD003,11/21/2023,12/31/2024,188777,10.7,0,0
LN0001727,205403409,ACC205403409,PRD003,1/26/2024,12/31/2024,483699,11.31,0,0
LN0001728,205402095,ACC205402095,PRD004,5/10/2024,12/31/2024,1328680,11.98,0,0
LN0001729,205400423,ACC205400423,PRD003,11/22/2020,12/16/2022,355065,13.88,1,190559.95
LN0001730,205400413,ACC205400413,PRD004,12/13/2023,12/31/2024,1806166,9.35,0,0
LN0001731,205400107,ACC205400107,PRD003,2/5/2024,12/31/2024,376062,16.8,0,0
LN0001732,205402391,ACC205402391,PRD003,12/16/2021,8/20/2023,367113,12.15,0,0
LN0001733,205402135,ACC205402135,PRD004,12/4/2020,,1309152,14.56,0,0
LN0001734,205401184,ACC205401184,PRD003,4/7/2024,12/31/2024,91248,15.22,0,0
LN0001735,205403771,ACC205403771,PRD004,10/1/2022,12/31/2024,1176395,12.29,0,0
LN0001736,205401317,ACC205401317,PRD004,9/16/2022,12/22/2023,505040,14.16,0,0
LN0001737,205402099,ACC205402099,PRD003,6/3/2024,12/31/2024,55619,14.28,1,37515.48
LN0001738,205404779,ACC205404779,PRD003,4/16/2023,,101237,12.1,0,0
LN0001739,205401656,ACC205401656,PRD003,10/8/2019,1/5/2022,88968,15.33,1,67185.39
LN0001740,205401025,ACC205401025,PRD003,11/19/2023,12/31/2024,482932,15.16,0,0
LN0001741,205400721,ACC205400721,PRD003,3/8/2024,12/31/2024,211499,17.89,0,0
LN0001742,205401167,ACC205401167,PRD003,11/25/2021,,264267,15.43,0,0
LN0001743,205400301,ACC205400301,PRD003,2/13/2024,12/31/2024,360137,15.35,0,0
LN0001744,205400518,ACC205400518,PRD004,4/9/2024,,1643722,8.26,0,0
LN0001745,205402385,ACC205402385,PRD003,9/18/2021,,372525,15.92,0,0
LN0001746,205402372,ACC205402372,PRD003,3/14/2022,,327354,10.4,0,0
LN0001747,205402924,ACC205402924,PRD003,1/28/2024,,174728,14.53,0,0
LN0001748,205404618,ACC205404618,PRD004,10/23/2020,2/10/2024,1395750,13.49,0,0
LN0001749,205401419,ACC205401419,PRD003,6/26/2024,,113619,13.49,0,0
LN0001750,205403580,ACC205403580,PRD003,3/16/2023,,265200,10.1,0,0
LN0001751,205401487,ACC205401487,PRD003,10/9/2020,,216839,16.61,0,0
LN0001752,205401773,ACC205401773,PRD004,12/14/2020,12/31/2024,1083568,8.06,0,0
LN0001753,205404990,ACC205404990,PRD004,12/28/2021,7/5/2024,238934,11.74,0,0
LN0001754,205400136,ACC205400136,PRD003,6/13/2022,12/31/2024,101828,17.06,0,0
LN0001755,205400353,ACC205400353,PRD003,11/1/2022,12/31/2024,467063,17.83,0,0
LN0001756,205404257,ACC205404257,PRD003,8/19/2021,7/16/2024,146548,14.91,0,0
LN0001757,205401452,ACC205401452,PRD004,8/19/2022,,1107426,10.62,0,0
LN0001758,205402047,ACC205402047,PRD003,10/19/2018,,485654,15.43,0,0
LN0001759,205402135,ACC205402135,PRD004,6/13/2022,12/31/2024,1185157,14.7,0,0
LN0001760,205403606,ACC205403606,PRD003,7/5/2021,,281656,16.38,0,0
LN0001761,205402802,ACC205402802,PRD003,10/12/2023,12/24/2024,401168,10.25,0,0
LN0001762,205404548,ACC205404548,PRD004,7/6/2022,11/25/2023,1021812,12.93,0,0
LN0001763,205400010,ACC205400010,PRD004,7/15/2023,12/31/2024,768585,13.96,0,0
LN0001764,205404508,ACC205404508,PRD003,8/30/2021,,309570,10.93,0,0
LN0001765,205401350,ACC205401350,PRD003,9/28/2021,12/31/2024,152837,17.54,0,0
LN0001766,205403279,ACC205403279,PRD003,8/5/2023,12/31/2024,418240,10.29,1,173190.06
LN0001767,205403832,ACC205403832,PRD004,4/27/2024,12/31/2024,642151,10.89,0,0
LN0001768,205404568,ACC205404568,PRD003,8/12/2022,12/31/2024,152206,14.73,1,117613.3
LN0001769,205404210,ACC205404210,PRD003,1/28/2022,3/11/2023,186867,14.55,1,146024.31
LN0001770,205402239,ACC205402239,PRD003,1/17/2024,12/31/2024,92939,15.74,0,0
LN0001771,205400951,ACC205400951,PRD003,6/12/2023,,442847,15.47,0,0
LN0001772,205403634,ACC205403634,PRD003,1/3/2021,9/6/2023,96878,10.11,0,0
LN0001773,205401391,ACC205401391,PRD004,11/18/2023,,1244672,8.22,0,0
LN0001774,205401886,ACC205401886,PRD003,5/27/2023,12/31/2024,339351,13.44,0,0
LN0001775,205403658,ACC205403658,PRD004,5/16/2019,,1231613,9.08,0,0
LN0001776,205401081,ACC205401081,PRD004,6/28/2023,12/31/2024,593590,10.28,0,0
LN0001777,205404117,ACC205404117,PRD003,10/9/2023,,94830,10.22,0,0
LN0001778,205401716,ACC205401716,PRD003,12/24/2023,,142444,10.86,0,0
LN0001779,205400587,ACC205400587,PRD003,9/14/2023,,291840,14.28,0,0
LN0001780,205402415,ACC205402415,PRD004,1/7/2023,,1323756,12.12,0,0
LN0001781,205402308,ACC205402308,PRD004,11/23/2021,12/31/2024,1736711,11.22,1,789917.48
LN0001782,205403253,ACC205403253,PRD003,12/17/2023,12/21/2024,229274,13.15,1,60536.76
LN0001783,205404983,ACC205404983,PRD004,4/17/2022,6/15/2023,1563744,8.96,0,0
LN0001784,205404877,ACC205404877,PRD003,4/23/2024,12/31/2024,136375,16.13,1,35808.79
LN0001785,205402831,ACC205402831,PRD003,11/20/2022,11/22/2024,242137,16.35,0,0
LN0001786,205403816,ACC205403816,PRD004,12/18/2022,,1805767,14.32,0,0
LN0001787,205400085,ACC205400085,PRD004,12/11/2021,12/31/2024,408902,10.12,0,0
LN0001788,205400987,ACC205400987,PRD003,1/18/2024,12/31/2024,244598,15.89,0,0
LN0001789,205402023,ACC205402023,PRD004,11/26/2022,8/13/2024,958824,11.66,0,0
LN0001790,205402353,ACC205402353,PRD004,12/10/2022,12/31/2024,1706467,9.37,0,0
LN0001791,205402052,ACC205402052,PRD003,7/7/2022,,347490,15.2,0,0
LN0001792,205400539,ACC205400539,PRD003,1/15/2024,12/31/2024,271425,10.11,0,0
LN0001793,205400861,ACC205400861,PRD003,6/12/2022,10/1/2024,336250,10.85,0,0
LN0001794,205400189,ACC205400189,PRD003,6/3/2020,10/8/2022,398994,10.36,0,0
LN0001795,205403793,ACC205403793,PRD003,9/1/2022,7/5/2024,379632,14.75,1,130016.56
LN0001796,205401816,ACC205401816,PRD003,3/23/2024,12/31/2024,347936,16.2,0,0
LN0001797,205400251,ACC205400251,PRD003,11/5/2023,,453455,12.23,0,0
LN0001798,205401674,ACC205401674,PRD003,12/4/2019,,450354,15.38,0,0
LN0001799,205404095,ACC205404095,PRD003,6/10/2024,12/31/2024,454935,15.46,0,0
LN0001800,205403889,ACC205403889,PRD003,1/24/2024,,278757,16.35,0,0
LN0001801,205401876,ACC205401876,PRD003,7/8/2022,11/5/2024,417649,14.61,0,0
LN0001802,205403543,ACC205403543,PRD003,2/16/2021,12/31/2024,350610,17.12,0,0
LN0001803,205401870,ACC205401870,PRD004,5/5/2023,12/31/2024,1663635,9.12,0,0
LN0001804,205403285,ACC205403285,PRD004,11/6/2020,10/3/2023,613978,11.79,0,0
LN0001805,205401912,ACC205401912,PRD004,4/29/2024,12/31/2024,1363436,11.67,0,0
LN0001806,205403010,ACC205403010,PRD004,11/20/2020,12/31/2024,1593787,11.61,0,0
LN0001807,205403847,ACC205403847,PRD003,8/28/2023,12/31/2024,190650,17.03,0,0
LN0001808,205404865,ACC205404865,PRD003,9/20/2022,,293486,17.43,0,0
LN0001809,205400865,ACC205400865,PRD003,5/28/2024,12/31/2024,497224,12.63,0,0
LN0001810,205402562,ACC205402562,PRD003,4/15/2020,11/18/2023,407188,14,0,0
LN0001811,205404417,ACC205404417,PRD003,11/18/2023,,416823,15.87,0,0
LN0001812,205402941,ACC205402941,PRD003,3/21/2024,12/31/2024,117677,16.97,0,0
LN0001813,205400888,ACC205400888,PRD003,3/6/2024,,496024,15.15,0,0
LN0001814,205402737,ACC205402737,PRD003,7/7/2023,12/31/2024,142215,14.8,0,0
LN0001815,205402354,ACC205402354,PRD003,2/13/2023,12/31/2024,109811,16.2,0,0
LN0001816,205403568,ACC205403568,PRD003,4/5/2024,,98392,16.9,0,0
LN0001817,205401561,ACC205401561,PRD003,7/31/2022,9/11/2024,445961,14.44,0,0
LN0001818,205401448,ACC205401448,PRD003,8/2/2022,12/31/2024,84882,12.53,0,0
LN0001819,205401628,ACC205401628,PRD004,6/2/2022,5/26/2024,1602692,8.2,0,0
LN0001820,205403182,ACC205403182,PRD003,11/26/2021,4/14/2024,320991,15.17,1,243009.19
LN0001821,205404469,ACC205404469,PRD003,11/6/2020,,309622,14.16,0,0
LN0001822,205402414,ACC205402414,PRD003,5/27/2021,5/17/2024,257261,17.16,1,111073.93
LN0001823,205401296,ACC205401296,PRD003,10/29/2021,12/31/2024,96159,14.65,0,0
LN0001824,205402090,ACC205402090,PRD004,2/6/2023,12/31/2024,1455578,12.41,0,0
LN0001825,205403254,ACC205403254,PRD003,8/27/2023,,292849,15.06,0,0
LN0001826,205401046,ACC205401046,PRD003,9/2/2022,12/31/2024,471859,17.55,0,0
LN0001827,205404742,ACC205404742,PRD003,2/24/2021,,238870,17.73,0,0
LN0001828,205401181,ACC205401181,PRD003,12/5/2023,12/31/2024,227008,17.02,0,0
LN0001829,205404278,ACC205404278,PRD003,12/27/2019,5/6/2023,316524,12.37,0,0
LN0001830,205404463,ACC205404463,PRD003,12/21/2020,7/30/2024,259219,14.61,0,0
LN0001831,205401901,ACC205401901,PRD004,1/20/2021,4/3/2024,830658,12.71,0,0
LN0001832,205402868,ACC205402868,PRD003,8/27/2023,12/31/2024,56612,14.15,0,0
LN0001833,205401469,ACC205401469,PRD003,11/24/2023,12/31/2024,485873,14.6,0,0
LN0001834,205402638,ACC205402638,PRD004,2/11/2024,12/31/2024,679466,9.35,0,0
LN0001835,205403183,ACC205403183,PRD003,6/3/2023,12/31/2024,412765,13.87,0,0
LN0001836,205404590,ACC205404590,PRD004,9/8/2022,,1302579,9.7,0,0
LN0001837,205402468,ACC205402468,PRD003,6/1/2024,,323931,14.67,0,0
LN0001838,205401202,ACC205401202,PRD004,3/3/2023,12/31/2024,1329455,10.45,0,0
LN0001839,205402474,ACC205402474,PRD004,2/21/2023,12/31/2024,200444,9.69,0,0
LN0001840,205400724,ACC205400724,PRD003,1/29/2023,,355758,12.27,0,0
LN0001841,205400234,ACC205400234,PRD003,3/27/2020,,304357,11.29,0,0
LN0001842,205401475,ACC205401475,PRD003,5/21/2023,12/31/2024,358771,10.2,0,0
LN0001843,205404255,ACC205404255,PRD004,6/11/2022,,589382,14.32,0,0
LN0001844,205404310,ACC205404310,PRD003,9/2/2022,12/31/2024,333000,16.17,0,0
LN0001845,205404502,ACC205404502,PRD004,8/1/2021,10/3/2023,1921337,11.96,0,0
LN0001846,205400822,ACC205400822,PRD004,10/28/2021,,1549889,13.1,0,0
LN0001847,205404972,ACC205404972,PRD003,8/6/2021,12/31/2024,342554,12.86,0,0
LN0001848,205400496,ACC205400496,PRD004,1/28/2024,,637065,12.41,0,0
LN0001849,205403814,ACC205403814,PRD003,7/8/2022,12/31/2024,271571,17.68,1,140876.6
LN0001850,205401943,ACC205401943,PRD003,2/13/2022,1/6/2024,183940,11.21,0,0
LN0001851,205401624,ACC205401624,PRD003,7/13/2023,,149697,15.19,0,0
LN0001852,205402555,ACC205402555,PRD003,1/20/2022,12/31/2024,87733,12.46,0,0
LN0001853,205403008,ACC205403008,PRD003,11/23/2022,12/31/2024,95471,12.88,0,0
LN0001854,205400751,ACC205400751,PRD003,9/21/2023,12/31/2024,190533,13.27,0,0
LN0001855,205401235,ACC205401235,PRD003,1/10/2024,12/31/2024,220571,11.83,1,95195.33
LN0001856,205402210,ACC205402210,PRD004,1/11/2019,8/9/2021,202094,9.48,0,0
LN0001857,205400732,ACC205400732,PRD003,1/13/2023,12/31/2024,398182,14.4,0,0
LN0001858,205402010,ACC205402010,PRD004,6/2/2023,,1704363,8.06,0,0
LN0001859,205402940,ACC205402940,PRD003,12/5/2022,12/31/2024,414673,14.88,0,0
LN0001860,205401105,ACC205401105,PRD004,12/1/2021,8/2/2023,1298103,14.81,0,0
LN0001861,205403893,ACC205403893,PRD003,9/25/2022,12/31/2024,86190,16.97,0,0
LN0001862,205402566,ACC205402566,PRD003,8/26/2022,5/27/2024,76478,16.83,1,19985.52
LN0001863,205404383,ACC205404383,PRD003,1/3/2024,12/31/2024,158081,11.27,1,42855.23
LN0001864,205404685,ACC205404685,PRD003,10/15/2021,12/31/2024,421612,17.81,0,0
LN0001865,205404887,ACC205404887,PRD003,10/16/2021,12/31/2024,316732,16.37,0,0
LN0001866,205401267,ACC205401267,PRD003,10/30/2022,,205215,11.52,0,0
LN0001867,205400731,ACC205400731,PRD003,11/15/2023,,173874,14.17,0,0
